1.457463241,0.09845579,0.651065296,0.076130308,14.6070912,1037.75692,117.4290096,1.473990451,2.504409781,3.817832809,6.32224259,5.547905291,6.063517671,5.469258565,5.370058918,34.63162405,0.102785837,1.128715293,1.276610964,1.445717891,1
1.725505109,0.065764834,0.270819797,0.054038407,31.50043196,734.7284318,373.2682021,1.749813133,2.581537717,3.618268599,6.199806315,4.984981143,5.861182729,5.282766799,5.22138272,53.7734332,0.091685871,0.975894538,1.421433991,1.39095013,1
1.231582227,0.152582734,1.750605227,0.104091759,6.933660283,1415.605695,96.47628132,1.405607782,2.313319268,3.476118009,5.789437277,4.654676593,5.677186721,5.006616369,4.916671844,21.50187217,0.083465701,1.066426176,1.369679759,1.583171891,1
1.349998243,0.131458919,1.281066781,0.091139186,10.70550353,1238.809599,119.1405994,1.471403061,2.379725383,3.550824888,5.930550272,4.723012104,5.724337442,5.065997675,4.985732059,27.66336057,0.101461004,1.086671895,1.36504048,1.529299628,1
1.286640996,0.110742694,1.120262895,0.083411293,10.1383183,1134.719189,73.06153634,1.425193484,2.329920797,3.494794729,5.824715526,4.763347522,5.762570762,5.094001007,4.995488317,27.90601786,0.075665951,0.972770981,1.358696674,1.587135207,1
1.398347555,0.109582418,1.023495244,0.077684201,12.01452519,1056.251658,155.664387,1.481403942,2.370905821,3.544080517,5.914986338,4.740248412,5.72911946,5.071839336,4.9954757,31.24118391,0.070322162,0.991356058,1.397601124,1.577290147,1
1.580192321,0.059837491,0.356952752,0.049796254,24.97681554,677.0354352,149.2215318,1.555829083,2.45028188,3.553245945,6.003527825,4.806436471,5.792069027,5.16190484,5.095825941,45.61440067,0.100176206,1.202690683,1.356026877,1.51380987,1
1.638467588,0.063624156,0.286959493,0.051625496,25.12306705,701.5836912,277.1196038,1.677797591,2.540206827,3.617058071,6.157264898,5.022335072,5.875924893,5.275024847,5.205295826,50.76317304,0.078597204,1.272570443,1.420779774,1.424689122,1
1.308573786,0.107805086,1.024741798,0.080099791,11.37003217,1088.902675,146.3136018,1.427200498,2.335281707,3.509148134,5.844429841,4.793879824,5.736749774,5.063637097,4.98676055,31.16224177,0.082767426,1.061184745,1.362058178,1.510484518,1
1.808654302,0.046984858,0.160388854,0.042852704,40.13386668,582.6277575,271.5003757,1.746060379,2.571161761,3.657005499,6.22816726,5.006786781,5.90630378,5.326031796,5.269797673,58.23575675,0.088891911,0.919041311,1.389324135,1.398849304,1
1.458319408,0.094517911,0.627910881,0.074880738,13.37345407,1017.870945,139.1891897,1.496045008,2.538650434,3.827862899,6.366513333,5.72670882,6.091560165,5.560799363,5.438341786,29.33696808,0.116585698,1.118348304,1.158418148,1.478128431,1
1.392238058,0.095927087,0.703598698,0.073919205,12.11863153,1005.139967,198.5031534,1.480503148,2.377996057,3.529381247,5.907377304,4.923078829,5.850854262,5.178094819,5.118329871,31.75455323,0.072489827,0.958595379,1.41108267,1.527854989,1
1.4134155,0.107790142,0.789423054,0.079544875,13.57208121,1081.221514,240.0393769,1.521317585,2.412409643,3.55290008,5.965309722,4.857202565,5.860500109,5.222702614,5.134782888,31.39517441,0.097606439,1.020110152,1.355822263,1.46304336,1
1.523596961,0.088534541,0.520565412,0.065582903,17.38326816,891.6782407,283.8739493,1.605685649,2.51167295,3.618787397,6.130460347,4.885232503,5.849268593,5.233811421,5.171950142,36.9665798,0.10068815,0.932330615,1.390949088,1.424685805,1
1.266841506,0.120289407,1.418564454,0.082699171,9.215666548,1124.317698,153.3985551,1.4419985,2.371770484,3.548057967,5.919828451,4.842815398,5.794704738,5.129783427,5.056065245,26.16447656,0.098981843,1.001064575,1.347648964,1.510214588,1
1.396150866,0.101007815,0.745603529,0.073763007,12.90613689,1002.993294,265.2665146,1.526966834,2.438868329,3.535952686,5.974821015,4.850550465,5.885091148,5.245777957,5.173946486,32.55587784,0.088914662,1.192204553,1.398172487,1.487442862,1
1.318707038,0.097047842,0.877092284,0.079383951,9.75647291,1079.472705,137.6862197,1.414402829,2.398402103,2.871891537,5.27029364,4.644651527,5.297978261,5.624544775,5.015670044,31.54927628,0.118045811,0.883845644,1.056670533,1.555663684,1
1.177005778,0.165011757,3.910169892,0.119619781,5.00807936,1625.103038,60.76209157,1.32458581,2.41759762,3.897208868,6.314806488,5.778421977,6.073751895,5.430875643,5.374644389,17.93622342,0.058016325,1.055251476,1.400701,1.55729165,1
1.352191336,0.105526145,0.852114935,0.077922746,12.87974131,1059.411962,121.7019077,1.47081098,2.512018815,2.925327707,5.437346522,4.671314402,5.214756985,5.538809376,5.000000665,34.21367015,0.127315583,0.849478665,1.048572461,1.491380864,1
1.645325378,0.075272854,0.360523751,0.059219261,23.71102682,804.8824714,280.9308325,1.665984868,2.509597759,3.595268564,6.104866323,4.994236638,5.914988333,5.32616581,5.233822737,45.80683495,0.077951943,1.049498473,1.410205911,1.414837973,1
1.322813671,0.099587668,0.976221001,0.082959883,7.917857069,1128.743764,81.50498264,1.375598017,2.467575139,2.843357659,5.310932798,4.85886153,5.165062524,5.574639607,5.011211547,27.98227108,0.159250979,0.898795591,0.966648766,1.563016774,1
